PRODUCT_ID_MASTER,PRODUCT_NAME_MASTER,UNIT_PRICE_MASTER,TRANSACTION_ID,TRANSACTION_DATE,PRODUCT_NAME,QUANTITY,UNIT_PRICE,TOTAL_PRICE,SIMILARITY
P078,日立 デジタルサイネージ,95000,R000178,2023-10-10,日立デジタルサイネージ［期間限定］,4,95000,380000,0.9836257753
P079,パナソニック 電子レンジ,15000,R000179,2023-11-11,パナソニック 電子レンジ【店頭】[閉店セール],5,15000,75000,0.9836082263
P080,ソニー ブルーレイプレーヤー,12000,R000180,2023-12-12,ブルーレイプレーヤー［期間限定］,1,12000,12000,0.9999992928
P081,LG OLED55C1,180000,R000181,2023-01-13,LGOLED55C1（半額セール）,2,180000,360000,0.9513697772
P082,東芝 LEDテレビ 55型,70000,R000182,2023-02-14,東芝 LEDﾃﾚビ 55型【店頭】【半額セール】,3,70000,210000,0.993779452
P083,パナソニック 冷蔵庫 NR-F603M,90000,R000183,2023-03-15,パナソニック 冷蔵庫 NR-F603M＜半額セール＞,4,90000,360000,0.9947842912
P084,シャープ 空気清浄機,22000,R000184,2023-04-16,シャープ空気清浄機【期間限定】,5,22000,110000,0.982174513
P085,日立 炊飯器 RZ-Mシリーズ,30000,R000185,2023-05-17,日立 炊飯器 rz-mシリーズ【店頭】＜期間限定＞,1,30000,30000,0.9927871262
P086,三菱 IHクッキングヒーター,45000,R000186,2023-06-18,IHクッキングヒーター［半額セール］,2,45000,90000,0.9999989071
P087,ソニー ゲーム機 PLAYSTATION5,50000,R000187,2023-07-19,ソニーゲーム機ＰＬＡＹＳＴＡＴＩＯＮ５［期間限定］,3,50000,150000,0.9725828721
P088,任天堂 SWITCH,40000,R000188,2023-08-20,任天堂 SWITCH【店頭】【半額セール】,4,40000,160000,0.9953227999
P089,マイクロソフト Xbox Series X,55000,R000189,2023-09-21,ﾏｲｸﾛｿﾌﾄ Xbox Series X（期間限定）,5,55000,275000,0.9521460843
P090,パナソニック ビエラ ブルーレイレコーダー,35000,R000190,2023-10-22,パナソニックビエラブルーレイレコーダー【閉店セール】,1,35000,35000,0.9877352895
P091,シャープ スマートフォン AQUOS R6,70000,R000191,2023-11-23,シャープ スマートフォン AQUOS R6【店頭】（半額セール）,2,70000,140000,0.9559145488
P024,ソニー デジタルカメラ α7 III,200000,R000192,2023-12-24,デジタル一眼レフ α7R IV[期間限定],3,250000,750000,0.9049555799
P092,ソニー デジタル一眼レフ α7R IV,250000,R000192,2023-12-24,デジタル一眼レフ α7R IV[期間限定],3,250000,750000,0.9561930741
P025,キヤノン EOS R6,230000,R000193,2023-01-25,キヤノンEOS90D【半額セール】,4,150000,600000,0.9026652131
P093,キヤノン EOS 90D,150000,R000193,2023-01-25,キヤノンEOS90D【半額セール】,4,150000,600000,0.9795012542
P094,富士フイルム X-T4,170000,R000194,2023-02-26,富士フイルム X-T4【店頭】（期間限定）,5,170000,850000,0.9917583596
P095,オリンパス PEN-F,140000,R000195,2023-03-27,オリンパス pen-f[閉店セール],1,140000,140000,0.9935387188
P096,ニコン Z6 II,200000,R000196,2023-04-28,ﾆｺﾝZ6II［半額セール］,2,200000,400000,0.9856320302
P097,キャノン imagePROGRAF PRO-1000,300000,R000197,2023-05-01,キャノン imagePROGRAF PRO-1000【店頭】【期間限定】,3,300000,900000,0.9815889467
P098,エプソン スキャナー Perfection V39,25000,R000198,2023-06-02,スキャナー Ｐｅｒｆｅｃｔｉｏｎ Ｖ３９＜期間限定＞,4,25000,100000,0.9806008725
P099,リコー MP C4504,80000,R000199,2023-07-03,リコーMPC4504［半額セール］,5,80000,400000,0.9662264915
P100,京セラ TASKalfa 2552ci,250000,R000200,2023-08-04,京セラ taskalfa 2552ci【店頭】[半額セール],1,250000,250000,0.9748078996
P001,ソニー BRAVIA KJ-55X9500G,150000,R000201,2023-09-05,ソニー BRAVIA KJ-55X9500G【閉店セール】,2,150000,300000,0.9934091526
P002,パナソニック VIERA TH-55FX700M,120000,R000202,2023-10-06,パナソニックVIERATH-55FX700M［半額セール］,3,120000,360000,0.9617365388
P003,シャープ AQUOS 4T KJ-55X7000,110000,R000203,2023-11-07,ｼャｰプ AQUOS 4T KJ-55X7000【店頭】【閉店セール】,4,110000,440000,0.9810379297
P004,日清 カップヌードル,200,R000204,2023-12-08,カップヌードル[期間限定],5,200,1000,1
P005,キリン 一番搾りビール,400,R000205,2023-01-09,キリン一番搾りビール［期間限定］,1,400,400,0.9863029851
P006,花王 アタック洗剤,800,R000206,2023-02-10,花王 アタック洗剤【店頭】【期間限定】,2,800,1600,0.9846070943
P007,ユニクロ ヒートテックTシャツ,1500,R000207,2023-03-11,ユニクロ ヒートテックTシャツ［半額セール］,3,1500,4500,0.9898462613
P008,無印良品 オーガニックコットンシャツ,2500,R000208,2023-04-12,無印良品オーガニックコットンシャツ[半額セール],4,2500,10000,0.9939657963
P052,無印良品 リネンシャツ,2800,R000208,2023-04-12,無印良品オーガニックコットンシャツ[半額セール],4,2500,10000,0.9249632795
P009,パイロット フリクションボールペン,100,R000209,2023-05-13,パイロット フリクションボールペン【店頭】＜期間限定＞,5,100,500,0.9749216855
P062,パイロット フリクションペン,130,R000209,2023-05-13,パイロット フリクションボールペン【店頭】＜期間限定＞,5,100,500,0.9595800972
P010,タカラトミー ガンダムフィギュア,3000,R000210,2023-06-14,ガﾝダﾑﾌィギュｱ［半額セール］,1,3000,3000,1
P072,バンダイ スーパーロボットアクションフィギュア,4000,R000210,2023-06-14,ガﾝダﾑﾌィギュｱ［半額セール］,1,3000,3000,0.9027232329
P073,タカラトミー ウルトラマンフィギュア,3000,R000210,2023-06-14,ガﾝダﾑﾌィギュｱ［半額セール］,1,3000,3000,0.9194962028
P011,東芝 REGZA 43S32,70000,R000211,2023-07-15,東芝REGZA43S32【半額セール】,2,70000,140000,0.9921925904
P012,明治 ミルクチョコレート,150,R000212,2023-08-16,明治 ミルクチョコレート【店頭】[閉店セール],3,150,450,0.975573275
P013,ライオン レノアハピネス,500,R000213,2023-09-17,ライオン レノアハピネス［期間限定］,4,500,2000,0.9764461675
P014,三菱エアコン MSZ-GV3519,90000,R000214,2023-10-18,三菱エアコンMSZ-GV3519＜半額セール＞,5,90000,450000,0.9982048303
P015,森永 エンゼルパイ,300,R000215,2023-11-19,森永 エンゼルパイ【店頭】[期間限定],1,300,300,0.974017491
P016,日立 4Kスマートテレビ,80000,R000216,2023-12-20,4Kスマートテレビ［半額セール］,2,80000,160000,1
P017,パナソニック 4Kプロジェクター,130000,R000217,2023-01-21,パﾅｿﾆッｸ4Kプﾛジェｸﾀｰ［期間限定］,3,130000,390000,0.9956013149
P018,シャープ 加湿器 HX-50,15000,R000218,2023-02-22,シャープ 加湿器 HX-50【店頭】【期間限定】,4,15000,60000,0.9943291271
P019,ソニー ワイヤレスヘッドホン WH-1000XM4,90000,R000219,2023-03-23,ソニー ワイヤレスヘッドホン WH-1000XM4[半額セール],5,90000,450000,0.9966136479
P020,パナソニック 掃除機 MC-CL883,75000,R000220,2023-04-24,パナソニック掃除機ｍｃ－ｃｌ８８３（期間限定）,1,75000,75000,0.9941369427
P021,東芝 ノンフロン冷蔵庫,85000,R000221,2023-05-25,東芝 ノンフロン冷蔵庫【店頭】【期間限定】,2,85000,170000,0.9913768486
P022,日立 ドラム式洗濯機,100000,R000222,2023-06-26,ドラム式洗濯機【閉店セール】,3,100000,300000,1
P023,パナソニック エアコン CS-XE,95000,R000223,2023-07-27,パナソニックエアコンCS-XE＜期間限定＞,4,95000,380000,0.9903685119
P024,ソニー デジタルカメラ α7 III,200000,R000224,2023-08-28,ｿﾆｰ デジﾀﾙｶﾒﾗ α7 III【店頭】【半額セール】,5,200000,1000000,0.9805576354
P092,ソニー デジタル一眼レフ α7R IV,250000,R000224,2023-08-28,ｿﾆｰ デジﾀﾙｶﾒﾗ α7 III【店頭】【半額セール】,5,200000,1000000,0.918951375
P025,キヤノン EOS R6,230000,R000225,2023-09-01,キヤノン eos r6（期間限定）,1,230000,230000,0.9563540401
P026,富士通 ノートパソコン FMV,80000,R000226,2023-10-02,富士通ノートパソコンFMV[半額セール],2,80000,160000,0.9840013343
P027,NEC ValueBook,85000,R000227,2023-11-03,NEC ValueBook【店頭】（期間限定）,3,85000,255000,0.9497981908
P028,オリンパス OM-D E-M10,120000,R000228,2023-12-04,OM-D E-M10［半額セール］,4,120000,480000,0.938328134
P029,キャノン PIXMA iX6820,25000,R000229,2023-01-05,キャノンPIXMAiX6820[期間限定],5,25000,125000,0.9592148683
P030,エプソン エコタンク ET-2750,35000,R000230,2023-02-06,エプソン エコタンク et-2750【店頭】＜期間限定＞,1,35000,35000,0.9937934513
P031,リコー IM C200,40000,R000231,2023-03-07,ﾘｺｰ ＩＭ Ｃ２００［期間限定］,2,40000,80000,0.9524450231
P032,京セラ DS-300,45000,R000232,2023-04-08,京セラDS-300［期間限定］,3,45000,135000,0.9902083063
P033,日清 どん兵衛,220,R000233,2023-05-09,日清 どん兵衛【店頭】【期間限定】,4,220,880,0.9689082116
P034,サントリー ザ・プレミアムモルツ,500,R000234,2023-06-10,ザ・プレミアムモルツ＜半額セール＞,5,500,2500,0.9999987433
P035,ヤクルト 1000,250,R000235,2023-07-11,ヤクルト1000＜期間限定＞,1,250,250,0.9835514524
P036,ハウス食品 カレールウ,300,R000236,2023-08-12,ハウス食品 カレールウ【店頭】＜期間限定＞,2,300,600,0.9874982923
P037,マルちゃん 正麺,250,R000237,2023-09-13,マルちゃん 正麺［期間限定］,3,250,750,0.9786929003
P038,江崎グリコ ポッキー,150,R000238,2023-10-14,江崎グﾘｺポッｷｰ[期間限定],4,150,600,0.9431192852
P039,ロッテ ガーナミルクチョコレート,180,R000239,2023-11-15,ロッテ ガーナミルクチョコレート【店頭】【半額セール】,5,180,900,0.9715188304
P040,クラシエ サッポロ一番,210,R000240,2023-12-16,サッポロ一番（期間限定）,1,210,210,0.9171560465
P041,カゴメ トマトジュース,180,R000241,2023-01-17,カゴメトマトジュース＜期間限定＞,2,180,360,0.9126875943
P042,ユニ・チャーム ソフィ,350,R000242,2023-02-18,ユニ・チャーム ソフィ【店頭】【閉店セール】,3,350,1050,0.9490593274
P043,P&G アリエール洗濯洗剤,800,R000243,2023-03-19,P&G アリエール洗濯洗剤[閉店セール],4,800,3200,0.9910396588
P044,資生堂 TSUBAKIシャンプー,1200,R000244,2023-04-20,資生堂TSUBAKIシャンプー[半額セール],5,1200,6000,0.9974042833
P045,大正製薬 サロンパス,400,R000245,2023-05-21,大正製薬 ｻﾛﾝパｽ【店頭】[閉店セール],1,400,400,0.98541988
P046,ロート製薬 ムヒ,500,R000246,2023-06-22,ムヒ＜半額セール＞,2,500,1000,0.9999994295
P047,カネボウ ハンドクリーム,700,R000247,2023-07-23,カネボウハンドクリーム（期間限定）,3,700,2100,0.9832328928
P006,花王 アタック洗剤,800,R000248,2023-08-24,花王 ソフィ 洗濯柔軟剤【店頭】＜期間限定＞,4,300,1200,0.9109261034
P048,花王 ソフィ 洗濯柔軟剤,300,R000248,2023-08-24,花王 ソフィ 洗濯柔軟剤【店頭】＜期間限定＞,4,300,1200,0.9750812985
P049,ユニクロ ジーンズ,3000,R000249,2023-09-25,ユニクロ ジーンズ[期間限定],5,3000,15000,0.970491369
P050,無印良品 ウールブレンドコート,5000,R000250,2023-10-26,無印良品ウールブレンドコート＜半額セール＞,1,5000,5000,0.9911705353
P051,ユニクロ スウェットパーカー,2500,R000251,2023-11-27,ユニクロ スウェットパーカー【店頭】[閉店セール],2,2500,5000,0.9541379051
P052,無印良品 リネンシャツ,2800,R000252,2023-12-28,ﾘﾈﾝｼャﾂ（期間限定）,3,2800,8400,0.9999989001
P053,ユニクロ ストレッチジャケット,3500,R000253,2023-01-01,ユニクロストレッチジャケット【期間限定】,4,3500,14000,0.9826209999
P054,GU Tシャツ,1200,R000254,2023-02-02,GU Tシャツ【店頭】（期間限定）,5,1200,6000,0.9361308506
P055,無印良品 シンプルワンピース,4000,R000255,2023-03-03,無印良品 シンプルワンピース（期間限定）,1,4000,4000,0.991487816
P056,パイロット G2 ジェルペン,150,R000256,2023-04-04,パイロットG2ジェルペン（期間限定）,2,150,300,0.9865971547
P057,三菱鉛筆 ユニ,120,R000257,2023-05-05,三菱鉛筆 ユニ【店頭】（期間限定）,3,120,360,0.9812758883
P058,コクヨ キャンパスノート,200,R000258,2023-06-06,キャンパスノート［半額セール］,4,200,800,0.9999991373
P059,ゼブラ マイルドライナー,180,R000259,2023-07-07,ゼブﾗﾏｲﾙドﾗｲﾅｰ（期間限定）,5,180,900,0.967998625
P060,トンボ鉛筆 モノ消しゴム,100,R000260,2023-08-08,トンボ鉛筆 モノ消しゴム【店頭】（半額セール）,1,100,100,0.9768622432
P061,Pentel EnerGel,180,R000261,2023-09-09,Pentel EnerGel【半額セール】,2,180,360,0.9214038924
P009,パイロット フリクションボールペン,100,R000262,2023-10-10,パイロットフリクションペン【半額セール】,3,130,390,0.9595169385
P062,パイロット フリクションペン,130,R000262,2023-10-10,パイロットフリクションペン【半額セール】,3,130,390,0.9770873042
P063,ぺんてる シャープペンシル,160,R000263,2023-11-11,ぺんてる シャープペンシル【店頭】【期間限定】,4,160,640,0.9785797448
P064,クラフトマン ボールペン,150,R000264,2023-12-12,ボールペン[半額セール],5,150,750,0.9999984995
P065,プラス カラーペンセット,250,R000265,2023-01-13,プラスカラーペンセット【期間限定】,1,250,250,0.9862650178
P066,タカラトミー プラレール,2800,R000266,2023-02-14,ﾀｶﾗﾄﾐｰ プﾗﾚｰﾙ【店頭】（期間限定）,2,2800,5600,0.971259007
P067,バンダイ たまごっち,1200,R000267,2023-03-15,バンダイ たまごっち［期間限定］,3,1200,3600,0.983707398
P068,バンダイ 仮面ライダーアクションフィギュア,3200,R000268,2023-04-16,バンダイ仮面ライダーアクションフィギュア［半額セール］,4,3200,12800,0.9931237264
P072,バンダイ スーパーロボットアクションフィギュア,4000,R000268,2023-04-16,バンダイ仮面ライダーアクションフィギュア［半額セール］,4,3200,12800,0.9423503365
P069,タカラトミー トミカ,1500,R000269,2023-05-17,タカラトミー トミカ【店頭】[半額セール],5,1500,7500,0.9460887794
P070,バンダイ トランスフォーマー,3500,R000270,2023-06-18,トランスフォーマー[半額セール],1,3500,3500,1
P071,バンダイ デジモンカード,500,R000271,2023-07-19,バンダイデジモンカード【半額セール】,2,500,1000,0.9834642632
P068,バンダイ 仮面ライダーアクションフィギュア,3200,R000272,2023-08-20,バンダイ スーパーロボットアクションフィギュア【店頭】（期間限定）,3,4000,12000,0.9428417615
P072,バンダイ スーパーロボットアクションフィギュア,4000,R000272,2023-08-20,バンダイ スーパーロボットアクションフィギュア【店頭】（期間限定）,3,4000,12000,0.9952402497
P010,タカラトミー ガンダムフィギュア,3000,R000273,2023-09-21,ﾀｶﾗﾄﾐｰ ｳﾙﾄﾗﾏﾝﾌィギュｱ[半額セール],4,3000,12000,0.9223968795
P073,タカラトミー ウルトラマンフィギュア,3000,R000273,2023-09-21,ﾀｶﾗﾄﾐｰ ｳﾙﾄﾗﾏﾝﾌィギュｱ[半額セール],4,3000,12000,0.9897247682
P074,バンダイ ミニ四駆,2000,R000274,2023-10-22,バンダイミニ四駆[半額セール],5,2000,10000,0.9899000914
P075,ソニー ワイヤレススピーカー SRS-XB12,8000,R000275,2023-11-23,ソニー ワイヤレススピーカー ｓｒｓ－ｘｂ１２【店頭】（期間限定）,1,8000,8000,0.9954126405
P076,パナソニック ポータブルスピーカー,6000,R000276,2023-12-24,ポータブルスピーカー[半額セール],2,6000,12000,1
P077,シャープ スマートウォッチ,18000,R000277,2023-01-25,シャープスマートウォッチ＜期間限定＞,3,18000,54000,0.9759086662
P078,日立 デジタルサイネージ,95000,R000278,2023-02-26,日立 デジタルサイネージ【店頭】[半額セール],4,95000,380000,0.9836082691
P079,パナソニック 電子レンジ,15000,R000279,2023-03-27,パナソニック 電子レンジ（期間限定）,5,15000,75000,0.9836256805
P080,ソニー ブルーレイプレーヤー,12000,R000280,2023-04-28,ｿﾆｰブﾙｰﾚｲプﾚｰﾔｰ［半額セール］,1,12000,12000,0.9936178034
P081,LG OLED55C1,180000,R000281,2023-05-01,LG OLED55C1【店頭】［期間限定］,2,180000,360000,0.9513857215
P082,東芝 LEDテレビ 55型,70000,R000282,2023-06-02,LEDテレビ 55型＜期間限定＞,3,70000,210000,0.9945892334
P083,パナソニック 冷蔵庫 NR-F603M,90000,R000283,2023-07-03,パナソニック冷蔵庫NR-F603M[期間限定],4,90000,360000,0.9947924798
P084,シャープ 空気清浄機,22000,R000284,2023-08-04,シャープ 空気清浄機【店頭】（期間限定）,5,22000,110000,0.9821866535
P085,日立 炊飯器 RZ-Mシリーズ,30000,R000285,2023-09-05,日立 炊飯器 rz-mシリーズ[閉店セール],1,30000,30000,0.9927898624
P086,三菱 IHクッキングヒーター,45000,R000286,2023-10-06,三菱ＩＨクッキングヒーター[半額セール],2,45000,90000,0.995522123
P087,ソニー ゲーム機 PLAYSTATION5,50000,R000287,2023-11-07,ｿﾆｰ ゲｰﾑ機 PLAYSTATION5【店頭】［半額セール］,3,50000,150000,0.9725880791
P088,任天堂 SWITCH,40000,R000288,2023-12-08,SWITCH[半額セール],4,40000,160000,1
P089,マイクロソフト Xbox Series X,55000,R000289,2023-01-09,マイクロソフトXboxSeriesX（期間限定）,5,55000,275000,0.9520883876
P090,パナソニック ビエラ ブルーレイレコーダー,35000,R000290,2023-02-10,パナソニック ビエラ ブルーレイレコーダー【店頭】【閉店セール】,1,35000,35000,0.9877470538
P091,シャープ スマートフォン AQUOS R6,70000,R000291,2023-03-11,シャープ スマートフォン AQUOS R6［半額セール］,2,70000,140000,0.9559082097
P024,ソニー デジタルカメラ α7 III,200000,R000292,2023-04-12,ソニーデジタル一眼レフα7RIV＜半額セール＞,3,250000,750000,0.9190383694
P092,ソニー デジタル一眼レフ α7R IV,250000,R000292,2023-04-12,ソニーデジタル一眼レフα7RIV＜半額セール＞,3,250000,750000,0.9568511507
P025,キヤノン EOS R6,230000,R000293,2023-05-13,キヤノン EOS 90D【店頭】[閉店セール],4,150000,600000,0.9026652131
P093,キヤノン EOS 90D,150000,R000293,2023-05-13,キヤノン EOS 90D【店頭】[閉店セール],4,150000,600000,0.9795012542
P094,富士フイルム X-T4,170000,R000294,2023-06-14,X-T4[半額セール],5,170000,850000,1
P095,オリンパス PEN-F,140000,R000295,2023-07-15,オリンパスpen-f（期間限定）,1,140000,140000,0.9935387188
P096,ニコン Z6 II,200000,R000296,2023-08-16,ニコン Z6 II【店頭】[期間限定],2,200000,400000,0.9856320302
P097,キャノン imagePROGRAF PRO-1000,300000,R000297,2023-09-17,キャノン ｉｍａｇｅＰＲＯＧＲＡＦ ＰＲＯ－１０００[半額セール],3,300000,900000,0.9815889467
P098,エプソン スキャナー Perfection V39,25000,R000298,2023-10-18,エプソンスキャナーPerfectionV39［半額セール］,4,25000,100000,0.9803949122
P099,リコー MP C4504,80000,R000299,2023-11-19,リコー MP C4504【店頭】[半額セール],5,80000,400000,0.9662264915
P100,京セラ TASKalfa 2552ci,250000,R000300,2023-12-20,taskalfa 2552ci【半額セール】,1,250000,250000,0.9690417479
P001,ソニー BRAVIA KJ-55X9500G,150000,R000301,2023-01-21,ｿﾆｰBRAVIAKJ-55X9500G［半額セール］,2,150000,300000,0.9934091526
P002,パナソニック VIERA TH-55FX700M,120000,R000302,2023-02-22,パナソニック VIERA TH-55FX700M【店頭】【期間限定】,3,120000,360000,0.9617365388
P003,シャープ AQUOS 4T KJ-55X7000,110000,R000303,2023-03-23,シャープ AQUOS 4T KJ-55X7000【閉店セール】,4,110000,440000,0.9810379297
P004,日清 カップヌードル,200,R000304,2023-04-24,日清カップヌードル[閉店セール],5,200,1000,0.9767603981
P005,キリン 一番搾りビール,400,R000305,2023-05-25,キリン 一番搾りビール【店頭】（期間限定）,1,400,400,0.9863029851
P006,花王 アタック洗剤,800,R000306,2023-06-26,アタック洗剤（期間限定）,2,800,1600,1
P007,ユニクロ ヒートテックTシャツ,1500,R000307,2023-07-27,ユニクロヒートテックTシャツ【期間限定】,3,1500,4500,0.9898462613
P008,無印良品 オーガニックコットンシャツ,2500,R000308,2023-08-28,無印良品 ｵｰガﾆッｸｺッﾄﾝｼャﾂ【店頭】＜半額セール＞,4,2500,10000,0.9939657963
P052,無印良品 リネンシャツ,2800,R000308,2023-08-28,無印良品 ｵｰガﾆッｸｺッﾄﾝｼャﾂ【店頭】＜半額セール＞,4,2500,10000,0.9249632795
P009,パイロット フリクションボールペン,100,R000309,2023-09-01,パイロット フリクションボールペン＜期間限定＞,5,100,500,0.9749216855
P062,パイロット フリクションペン,130,R000309,2023-09-01,パイロット フリクションボールペン＜期間限定＞,5,100,500,0.9595800972
P010,タカラトミー ガンダムフィギュア,3000,R000310,2023-10-02,タカラトミーガンダムフィギュア[半額セール],1,3000,3000,0.984285938
P073,タカラトミー ウルトラマンフィギュア,3000,R000310,2023-10-02,タカラトミーガンダムフィギュア[半額セール],1,3000,3000,0.9230645375
P011,東芝 REGZA 43S32,70000,R000311,2023-11-03,東芝 REGZA 43S32【店頭】（期間限定）,2,70000,140000,0.9921925904
P012,明治 ミルクチョコレート,150,R000312,2023-12-04,ミルクチョコレート＜期間限定＞,3,150,450,1
P039,ロッテ ガーナミルクチョコレート,180,R000312,2023-12-04,ミルクチョコレート＜期間限定＞,3,150,450,0.9080165947
P013,ライオン レノアハピネス,500,R000313,2023-01-05,ライオンレノアハピネス＜半額セール＞,4,500,2000,0.9764461675
P014,三菱エアコン MSZ-GV3519,90000,R000314,2023-02-06,三菱エアコン MSZ-GV3519【店頭】［半額セール］,5,90000,450000,0.9982048303
P015,森永 エンゼルパイ,300,R000315,2023-03-07,森永 ｴﾝゼﾙパｲ［半額セール］,1,300,300,0.974017491
P016,日立 4Kスマートテレビ,80000,R000316,2023-04-08,日立4Kスマートテレビ＜半額セール＞,2,80000,160000,0.9974743196
P017,パナソニック 4Kプロジェクター,130000,R000317,2023-05-09,パナソニック 4Kプロジェクター【店頭】[期間限定],3,130000,390000,0.9956013149
P018,シャープ 加湿器 HX-50,15000,R000318,2023-06-10,加湿器 HX-50[閉店セール],4,15000,60000,0.9985970194
P019,ソニー ワイヤレスヘッドホン WH-1000XM4,90000,R000319,2023-07-11,ソニーワイヤレスヘッドホンＷＨ－１０００ＸＭ４（期間限定）,5,90000,450000,0.9966136479
P020,パナソニック 掃除機 MC-CL883,75000,R000320,2023-08-12,パナソニック 掃除機 mc-cl883【店頭】[期間限定],1,75000,75000,0.9941369427
P021,東芝 ノンフロン冷蔵庫,85000,R000321,2023-09-13,東芝 ノンフロン冷蔵庫（期間限定）,2,85000,170000,0.9913768486
P022,日立 ドラム式洗濯機,100000,R000322,2023-10-14,日立ドﾗﾑ式洗濯機（半額セール）,3,100000,300000,0.9877049936
P023,パナソニック エアコン CS-XE,95000,R000323,2023-11-15,パナソニック エアコン CS-XE【店頭】【閉店セール】,4,95000,380000,0.9903685119
P024,ソニー デジタルカメラ α7 III,200000,R000324,2023-12-16,デジタルカメラ α7 III[閉店セール],5,200000,1000000,0.9787979206
P092,ソニー デジタル一眼レフ α7R IV,250000,R000324,2023-12-16,デジタルカメラ α7 III[閉店セール],5,200000,1000000,0.9101194531
P025,キヤノン EOS R6,230000,R000325,2023-01-17,キヤノンeosr6（期間限定）,1,230000,230000,0.9563540401
P026,富士通 ノートパソコン FMV,80000,R000326,2023-02-18,富士通 ノートパソコン FMV【店頭】＜期間限定＞,2,80000,160000,0.9840013343
P027,NEC ValueBook,85000,R000327,2023-03-19,NEC ValueBook＜半額セール＞,3,85000,255000,0.9497981908
P028,オリンパス OM-D E-M10,120000,R000328,2023-04-20,オリンパスOM-DE-M10（期間限定）,4,120000,480000,0.9600980028
P029,キャノン PIXMA iX6820,25000,R000329,2023-05-21,ｷャﾉﾝ PIXMA iX6820【店頭】＜期間限定＞,5,25000,125000,0.9592148683
P030,エプソン エコタンク ET-2750,35000,R000330,2023-06-22,エコタンク ｅｔ－２７５０［半額セール］,1,35000,35000,0.9944525466
P031,リコー IM C200,40000,R000331,2023-07-23,リコーIMC200【期間限定】,2,40000,80000,0.9524450231
P032,京セラ DS-300,45000,R000332,2023-08-24,京セラ DS-300【店頭】【期間限定】,3,45000,135000,0.9902083063
P033,日清 どん兵衛,220,R000333,2023-09-25,日清 どん兵衛＜半額セール＞,4,220,880,0.9689082116
P034,サントリー ザ・プレミアムモルツ,500,R000334,2023-10-26,サントリーザ・プレミアムモルツ【閉店セール】,5,500,2500,0.9748863657
P035,ヤクルト 1000,250,R000335,2023-11-27,ヤクルト 1000【店頭】［期間限定］,1,250,250,0.9835514524
P036,ハウス食品 カレールウ,300,R000336,2023-12-28,ｶﾚｰﾙｳ【閉店セール】,2,300,600,0.9999989613
P037,マルちゃん 正麺,250,R000337,2023-01-01,マルちゃん正麺＜半額セール＞,3,250,750,0.9786929003
P038,江崎グリコ ポッキー,150,R000338,2023-02-02,江崎グリコ ポッキー【店頭】［半額セール］,4,150,600,0.9431192852
P039,ロッテ ガーナミルクチョコレート,180,R000339,2023-03-03,ロッテ ガーナミルクチョコレート＜半額セール＞,5,180,900,0.9715188304
P040,クラシエ サッポロ一番,210,R000340,2023-04-04,クラシエサッポロ一番【期間限定】,1,210,210,0.9784041803
P041,カゴメ トマトジュース,180,R000341,2023-05-05,カゴメ トマトジュース【店頭】[閉店セール],2,180,360,0.9126875943
P042,ユニ・チャーム ソフィ,350,R000342,2023-06-06,ソフィ（期間限定）,3,350,1050,0.9999990893
P043,P&G アリエール洗濯洗剤,800,R000343,2023-07-07,P&Gｱﾘｴｰﾙ洗濯洗剤[半額セール],4,800,3200,0.9910396588
P044,資生堂 TSUBAKIシャンプー,1200,R000344,2023-08-08,資生堂 TSUBAKIシャンプー【店頭】【期間限定】,5,1200,6000,0.9974042833
P045,大正製薬 サロンパス,400,R000345,2023-09-09,大正製薬 サロンパス[閉店セール],1,400,400,0.98541988
P046,ロート製薬 ムヒ,500,R000346,2023-10-10,ロート製薬ムヒ【閉店セール】,2,500,1000,0.9881892887
P047,カネボウ ハンドクリーム,700,R000347,2023-11-11,カネボウ ハンドクリーム【店頭】（期間限定）,3,700,2100,0.9832328928
P048,花王 ソフィ 洗濯柔軟剤,300,R000348,2023-12-12,ソフィ 洗濯柔軟剤［半額セール］,4,300,1200,0.9866505805
P049,ユニクロ ジーンズ,3000,R000349,2023-01-13,ユニクロジーンズ[半額セール],5,3000,15000,0.970491369
P050,無印良品 ウールブレンドコート,5000,R000350,2023-02-14,無印良品 ｳｰﾙブﾚﾝドｺｰﾄ【店頭】＜期間限定＞,1,5000,5000,0.9911705353
P051,ユニクロ スウェットパーカー,2500,R000351,2023-03-15,ユニクロ スウェットパーカー【期間限定】,2,2500,5000,0.9541379051
P008,無印良品 オーガニックコットンシャツ,2500,R000352,2023-04-16,無印良品リネンシャツ＜半額セール＞,3,2800,8400,0.9213284669
P052,無印良品 リネンシャツ,2800,R000352,2023-04-16,無印良品リネンシャツ＜半額セール＞,3,2800,8400,0.9918182542
P053,ユニクロ ストレッチジャケット,3500,R000353,2023-05-17,ユニクロ ストレッチジャケット【店頭】＜半額セール＞,4,3500,14000,0.9826209999
P054,GU Tシャツ,1200,R000354,2023-06-18,Tシャツ【半額セール】,5,1200,6000,0.99999936
P055,無印良品 シンプルワンピース,4000,R000355,2023-07-19,無印良品シンプルワンピース＜期間限定＞,1,4000,4000,0.991487816
P056,パイロット G2 ジェルペン,150,R000356,2023-08-20,パイロット G2 ジェルペン【店頭】（期間限定）,2,150,300,0.9865971547
P057,三菱鉛筆 ユニ,120,R000357,2023-09-21,三菱鉛筆 ﾕﾆ【期間限定】,3,120,360,0.9812758883
