product_id,product_name,product_name_en,category_l1,category_l2,category_l3,brand,supplier_id,cost_price,list_price,current_price,stock_quantity,product_status,launch_date,description,weight_g,dimensions
PRD-INT-00120,陶器花瓶,Modern Vase,インテリア,装飾品,花瓶,MinimalSpace Original,SUP-00034,6402.25,16956.19,12737.91,72,active,2024-02-19,スタイリッシュなデザインと機能性を両立した花瓶。陶器花瓶は、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,3218,W36×D29×H64cm
PRD-INT-00121,ウォールフレーム,Digital Photo Frame,インテリア,装飾品,フレーム,MinimalSpace Original,SUP-00004,5327.33,16196.33,13347.73,378,discontinued,2023-09-02,スタイリッシュなデザインと機能性を両立したフレーム。ウォールフレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4282,W49×D31×H22cm
PRD-INT-00122,ウォールフレーム,Wall Frame,インテリア,装飾品,フレーム,NordicHome Original,SUP-00011,15181.5,52188.37,38279.29,8,active,2023-03-03,スタイリッシュなデザインと機能性を両立したフレーム。ウォールフレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,756,W34×D33×H37cm
PRD-INT-00123,デジタルフォトフレーム,Wall Frame,インテリア,装飾品,フレーム,MinimalSpace Original,SUP-00024,5754.39,18547.15,16075.52,392,active,2023-12-14,スタイリッシュなデザインと機能性を両立したフレーム。デジタルフォトフレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4400,W32×D19×H26cm
PRD-INT-00124,ウォールフレーム,Wall Frame,インテリア,装飾品,フレーム,GlacierStyle Original,SUP-00035,7535.12,19954.3,14367.2,320,discontinued,2021-06-12,スタイリッシュなデザインと機能性を両立したフレーム。ウォールフレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,3094,W48×D20×H51cm
PRD-INT-00125,デジタルフォトフレーム,Digital Photo Frame,インテリア,装飾品,フレーム,MinimalSpace Original,SUP-00048,14032.9,44812.6,38033.37,498,active,2023-08-19,スタイリッシュなデザインと機能性を両立したフレーム。デジタルフォトフレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,3949,W31×D31×H63cm
PRD-INT-00126,ウォールフレーム,Art Frame,インテリア,装飾品,フレーム,GlacierStyle Original,SUP-00049,8969.63,28729.6,23642.62,296,active,2022-12-09,スタイリッシュなデザインと機能性を両立したフレーム。ウォールフレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,3961,W38×D36×H65cm
PRD-INT-00127,写真フレーム,Art Frame,インテリア,装飾品,フレーム,MinimalSpace Original,SUP-00036,12135.7,42010.27,36258.63,408,active,2022-03-19,スタイリッシュなデザインと機能性を両立したフレーム。写真フレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,1363,W46×D29×H34cm
PRD-INT-00128,写真フレーム,Photo Frame,インテリア,装飾品,フレーム,GlacierStyle Original,SUP-00022,29087.85,87077.07,65528.14,72,active,2024-10-17,スタイリッシュなデザインと機能性を両立したフレーム。写真フレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,1064,W27×D25×H24cm
PRD-INT-00129,写真フレーム,Photo Frame,インテリア,装飾品,フレーム,NordicHome Original,SUP-00039,12485.68,32596.34,28833.93,354,active,2022-03-29,スタイリッシュなデザインと機能性を両立したフレーム。写真フレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,3873,W27×D27×H23cm
PRD-INT-00130,写真フレーム,Art Frame,インテリア,装飾品,フレーム,NordicHome Original,SUP-00024,25477.65,76023.42,68312.96,368,active,2022-01-28,スタイリッシュなデザインと機能性を両立したフレーム。写真フレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,1851,W44×D33×H27cm
PRD-INT-00131,ウォールフレーム,Wall Frame,インテリア,装飾品,フレーム,UrbanDecor Original,SUP-00010,15406.92,49377.47,40016.07,215,discontinued,2024-01-04,スタイリッシュなデザインと機能性を両立したフレーム。ウォールフレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4662,W35×D24×H50cm
PRD-INT-00132,アートフレーム,Digital Photo Frame,インテリア,装飾品,フレーム,GlacierStyle Original,SUP-00013,11650.3,33092.74,23455.12,68,active,2023-05-25,スタイリッシュなデザインと機能性を両立したフレーム。アートフレームは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4926,W50×D24×H75cm
PRD-INT-00133,陶器オブジェ,Ceramic Object,インテリア,装飾品,オブジェ,UrbanDecor Original,SUP-00036,27252.89,58302.09,57527.65,216,active,2020-04-02,スタイリッシュなデザインと機能性を両立したオブジェ。陶器オブジェは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4604,W22×D32×H31cm
PRD-INT-00134,モダンアート,Decoration Piece,インテリア,装飾品,オブジェ,NordicHome Original,SUP-00028,21869.54,60264.66,56849.39,1,active,2020-09-20,スタイリッシュなデザインと機能性を両立したオブジェ。モダンアートは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4396,W43×D19×H78cm
PRD-INT-00135,インテリアオブジェ,Interior Object,インテリア,装飾品,オブジェ,MinimalSpace Original,SUP-00005,26051.23,79400.48,75019.28,354,active,2024-05-16,スタイリッシュなデザインと機能性を両立したオブジェ。インテリアオブジェは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,2767,W48×D19×H39cm
PRD-INT-00136,モダンアート,Interior Object,インテリア,装飾品,オブジェ,GlacierStyle Original,SUP-00032,24645.09,77277.89,55694.83,274,active,2022-05-13,スタイリッシュなデザインと機能性を両立したオブジェ。モダンアートは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,2818,W27×D37×H63cm
PRD-INT-00137,モダンアート,Decoration Piece,インテリア,装飾品,オブジェ,UrbanDecor Original,SUP-00029,6778.56,17090.69,12999.17,454,active,2021-11-22,スタイリッシュなデザインと機能性を両立したオブジェ。モダンアートは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,1707,W20×D36×H40cm
PRD-INT-00138,陶器オブジェ,Ceramic Object,インテリア,装飾品,オブジェ,GlacierStyle Original,SUP-00025,26083.12,89910.26,89187.33,322,active,2021-01-19,スタイリッシュなデザインと機能性を両立したオブジェ。陶器オブジェは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4452,W24×D26×H42cm
PRD-INT-00139,モダンアート,Interior Object,インテリア,装飾品,オブジェ,ModernLiving Original,SUP-00021,9219.84,32210.12,30539.7,291,active,2022-11-14,スタイリッシュなデザインと機能性を両立したオブジェ。モダンアートは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4435,W31×D28×H59cm
PRD-INT-00140,インテリアオブジェ,Modern Art,インテリア,装飾品,オブジェ,UrbanDecor Original,SUP-00028,5543.17,15391.81,10954.5,209,active,2022-12-18,スタイリッシュなデザインと機能性を両立したオブジェ。インテリアオブジェは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,4082,W24×D21×H26cm
PRD-INT-00141,モダンアート,Ceramic Object,インテリア,装飾品,オブジェ,UrbanDecor Original,SUP-00041,6497.82,17677.18,15053.66,342,discontinued,2023-11-23,スタイリッシュなデザインと機能性を両立したオブジェ。モダンアートは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,2195,W42×D31×H59cm
PRD-INT-00142,陶器オブジェ,Ceramic Object,インテリア,装飾品,オブジェ,GlacierStyle Original,SUP-00041,10729.81,26067.83,20551.94,132,active,2022-02-01,スタイリッシュなデザインと機能性を両立したオブジェ。陶器オブジェは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,2105,W45×D18×H54cm
PRD-INT-00143,デコレーションピース,Ceramic Object,インテリア,装飾品,オブジェ,NordicHome Original,SUP-00014,23266.89,59223.19,57156.0,331,active,2022-02-04,スタイリッシュなデザインと機能性を両立したオブジェ。デコレーションピースは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,711,W47×D23×H25cm
PRD-INT-00144,陶器オブジェ,Decoration Piece,インテリア,装飾品,オブジェ,ModernLiving Original,SUP-00015,6322.36,18960.41,15620.81,269,active,2021-09-26,スタイリッシュなデザインと機能性を両立したオブジェ。陶器オブジェは、モダンな空間にぴったりのインテリアアイテムです。高品質な素材を使用し、長くご愛用いただけます。,2382,W41×D35×H24cm
PRD-ELT-00001,スティック掃除機,Stick Vacuum,家電,生活家電,掃除機,PowerPlus Original,SUP-00042,73379.22,177844.97,154314.36,443,active,2024-11-20,最新技術を搭載した掃除機。スティック掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,6683,W38×D31×H48cm
PRD-ELT-00002,サイクロン掃除機,Cordless Vacuum,家電,生活家電,掃除機,TechnoLife Original,SUP-00038,42878.38,93504.4,73163.11,344,active,2022-03-03,最新技術を搭載した掃除機。サイクロン掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,4847,W41×D23×H18cm
PRD-ELT-00003,コードレス掃除機,Stick Vacuum,家電,生活家電,掃除機,SmartHome Original,SUP-00038,8456.28,26713.14,22875.56,234,discontinued,2021-11-24,最新技術を搭載した掃除機。コードレス掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,5683,W37×D23×H52cm
PRD-ELT-00004,ロボット掃除機,Cyclone Vacuum,家電,生活家電,掃除機,EcoAppliance Original,SUP-00027,65292.92,141751.16,119967.78,424,active,2022-05-31,最新技術を搭載した掃除機。ロボット掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,4235,W42×D25×H28cm
PRD-ELT-00005,ロボット掃除機,Cyclone Vacuum,家電,生活家電,掃除機,PowerPlus Original,SUP-00006,71095.94,191815.12,189027.38,202,active,2020-06-17,最新技術を搭載した掃除機。ロボット掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,4625,W39×D29×H18cm
PRD-ELT-00006,サイクロン掃除機,Cordless Vacuum,家電,生活家電,掃除機,EcoAppliance Original,SUP-00006,67494.42,163213.47,144552.47,472,discontinued,2020-11-09,最新技術を搭載した掃除機。サイクロン掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,7511,W26×D25×H61cm
PRD-ELT-00007,ロボット掃除機,Cordless Vacuum,家電,生活家電,掃除機,SmartHome Original,SUP-00018,44403.77,100691.07,78044.4,70,discontinued,2021-04-05,最新技術を搭載した掃除機。ロボット掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,6650,W23×D37×H49cm
PRD-ELT-00008,スティック掃除機,Cyclone Vacuum,家電,生活家電,掃除機,FutureHome Original,SUP-00042,75431.32,192168.8,147989.49,40,active,2020-02-07,最新技術を搭載した掃除機。スティック掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,4998,W39×D26×H27cm
PRD-ELT-00009,スティック掃除機,Robot Vacuum,家電,生活家電,掃除機,TechnoLife Original,SUP-00039,66103.61,154122.87,137260.73,159,active,2020-04-19,最新技術を搭載した掃除機。スティック掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,5755,W41×D37×H33cm
PRD-ELT-00010,コードレス掃除機,Stick Vacuum,家電,生活家電,掃除機,EcoAppliance Original,SUP-00010,48609.09,169511.71,168654.44,187,active,2020-05-23,最新技術を搭載した掃除機。コードレス掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,6800,W41×D29×H25cm
PRD-ELT-00011,サイクロン掃除機,Cordless Vacuum,家電,生活家電,掃除機,TechnoLife Original,SUP-00006,50212.1,154559.89,127105.31,315,discontinued,2021-02-25,最新技術を搭載した掃除機。サイクロン掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,6295,W42×D35×H76cm
PRD-ELT-00012,コードレス掃除機,Cordless Vacuum,家電,生活家電,掃除機,FutureHome Original,SUP-00040,55344.12,130632.61,117896.38,463,active,2021-11-17,最新技術を搭載した掃除機。コードレス掃除機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,5860,W42×D37×H64cm
PRD-ELT-00013,静音空気清浄機,Silent Air Purifier,家電,生活家電,空気清浄機,PowerPlus Original,SUP-00049,17021.32,58120.5,55177.63,141,discontinued,2023-02-18,最新技術を搭載した空気清浄機。静音空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,834,W33×D39×H52cm
PRD-ELT-00014,加湿機能付き空気清浄機,HEPA Air Purifier,家電,生活家電,空気清浄機,PowerPlus Original,SUP-00004,46951.93,111302.06,82818.7,480,active,2020-07-10,最新技術を搭載した空気清浄機。加湿機能付き空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2697,W36×D22×H44cm
PRD-ELT-00015,HEPAフィルター空気清浄機,Compact Air Purifier,家電,生活家電,空気清浄機,FutureHome Original,SUP-00035,20387.95,50857.65,39543.19,480,active,2024-05-06,最新技術を搭載した空気清浄機。HEPAフィルター空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1166,W44×D28×H58cm
PRD-ELT-00016,HEPAフィルター空気清浄機,Silent Air Purifier,家電,生活家電,空気清浄機,TechnoLife Original,SUP-00015,42416.7,99935.85,84725.55,50,active,2024-09-30,最新技術を搭載した空気清浄機。HEPAフィルター空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1066,W30×D25×H76cm
PRD-ELT-00017,静音空気清浄機,Humidifying Air Purifier,家電,生活家電,空気清浄機,FutureHome Original,SUP-00027,14560.78,38884.37,30387.13,405,active,2021-06-01,最新技術を搭載した空気清浄機。静音空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1974,W23×D33×H22cm
PRD-ELT-00018,静音空気清浄機,Compact Air Purifier,家電,生活家電,空気清浄機,SmartHome Original,SUP-00032,37415.24,127096.32,124433.89,193,discontinued,2022-12-19,最新技術を搭載した空気清浄機。静音空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,958,W40×D28×H22cm
PRD-ELT-00019,HEPAフィルター空気清浄機,Humidifying Air Purifier,家電,生活家電,空気清浄機,PowerPlus Original,SUP-00043,6654.66,21236.44,18813.41,171,active,2020-09-22,最新技術を搭載した空気清浄機。HEPAフィルター空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2639,W26×D31×H32cm
PRD-ELT-00020,静音空気清浄機,Compact Air Purifier,家電,生活家電,空気清浄機,SmartHome Original,SUP-00042,74998.17,161948.68,149887.59,345,active,2022-01-21,最新技術を搭載した空気清浄機。静音空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1173,W30×D33×H47cm
PRD-ELT-00021,加湿機能付き空気清浄機,Silent Air Purifier,家電,生活家電,空気清浄機,PowerPlus Original,SUP-00044,19594.33,54373.02,51704.59,353,active,2023-11-03,最新技術を搭載した空気清浄機。加湿機能付き空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,836,W38×D40×H25cm
PRD-ELT-00022,コンパクト空気清浄機,HEPA Air Purifier,家電,生活家電,空気清浄機,SmartHome Original,SUP-00025,4430.78,10053.9,9444.07,373,active,2021-04-19,最新技術を搭載した空気清浄機。コンパクト空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2636,W49×D21×H76cm
PRD-ELT-00023,静音空気清浄機,Humidifying Air Purifier,家電,生活家電,空気清浄機,SmartHome Original,SUP-00018,64179.99,181725.87,147136.67,458,active,2024-09-26,最新技術を搭載した空気清浄機。静音空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1584,W46×D38×H52cm
PRD-ELT-00024,HEPAフィルター空気清浄機,HEPA Air Purifier,家電,生活家電,空気清浄機,TechnoLife Original,SUP-00007,49098.5,105072.27,84736.72,313,active,2020-04-10,最新技術を搭載した空気清浄機。HEPAフィルター空気清浄機は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1943,W41×D37×H55cm
PRD-ELT-00025,スチーム加湿器,Aroma Humidifier,家電,生活家電,加湿器,SmartHome Original,SUP-00043,24885.93,63080.26,55048.75,386,active,2022-05-19,最新技術を搭載した加湿器。スチーム加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,847,W43×D25×H49cm
PRD-ELT-00026,アロマ対応加湿器,Aroma Humidifier,家電,生活家電,加湿器,TechnoLife Original,SUP-00046,40571.92,136402.01,110235.85,470,active,2022-12-25,最新技術を搭載した加湿器。アロマ対応加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,607,W48×D37×H55cm
PRD-ELT-00027,アロマ対応加湿器,Aroma Humidifier,家電,生活家電,加湿器,EcoAppliance Original,SUP-00022,27688.22,68344.12,51308.01,186,active,2020-07-16,最新技術を搭載した加湿器。アロマ対応加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,995,W35×D33×H43cm
PRD-ELT-00028,超音波加湿器,Steam Humidifier,家電,生活家電,加湿器,PowerPlus Original,SUP-00034,20926.19,54337.31,51467.75,493,active,2020-06-06,最新技術を搭載した加湿器。超音波加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1788,W41×D21×H75cm
PRD-ELT-00029,スチーム加湿器,Aroma Humidifier,家電,生活家電,加湿器,EcoAppliance Original,SUP-00041,73544.02,195970.35,162699.92,442,active,2024-07-26,最新技術を搭載した加湿器。スチーム加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2752,W46×D26×H74cm
PRD-ELT-00030,スチーム加湿器,Hybrid Humidifier,家電,生活家電,加湿器,SmartHome Original,SUP-00023,31276.27,101539.37,86315.43,330,active,2023-01-14,最新技術を搭載した加湿器。スチーム加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1741,W43×D22×H52cm
PRD-ELT-00031,超音波加湿器,Ultrasonic Humidifier,家電,生活家電,加湿器,EcoAppliance Original,SUP-00028,39421.8,99814.77,94557.04,384,active,2021-09-09,最新技術を搭載した加湿器。超音波加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,752,W33×D31×H17cm
PRD-ELT-00032,超音波加湿器,Hybrid Humidifier,家電,生活家電,加湿器,FutureHome Original,SUP-00030,15536.65,38222.1,33253.35,481,discontinued,2022-05-23,最新技術を搭載した加湿器。超音波加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1334,W37×D32×H32cm
PRD-ELT-00033,アロマ対応加湿器,Steam Humidifier,家電,生活家電,加湿器,SmartHome Original,SUP-00014,49676.72,146635.96,137657.99,177,discontinued,2022-07-09,最新技術を搭載した加湿器。アロマ対応加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1722,W48×D38×H72cm
PRD-ELT-00034,超音波加湿器,Hybrid Humidifier,家電,生活家電,加湿器,SmartHome Original,SUP-00041,73759.08,212045.64,210064.34,294,active,2022-04-17,最新技術を搭載した加湿器。超音波加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1784,W21×D22×H67cm
PRD-ELT-00035,スチーム加湿器,Ultrasonic Humidifier,家電,生活家電,加湿器,PowerPlus Original,SUP-00024,21448.64,56958.01,46029.79,417,active,2022-09-22,最新技術を搭載した加湿器。スチーム加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2778,W40×D25×H78cm
PRD-ELT-00036,超音波加湿器,Ultrasonic Humidifier,家電,生活家電,加湿器,EcoAppliance Original,SUP-00044,40746.47,107872.72,82873.65,397,active,2021-02-23,最新技術を搭載した加湿器。超音波加湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1513,W42×D24×H59cm
PRD-ELT-00037,コンプレッサー除湿器,Desiccant Dehumidifier,家電,生活家電,除湿器,PowerPlus Original,SUP-00044,72600.79,168535.04,148727.26,46,active,2023-11-16,最新技術を搭載した除湿器。コンプレッサー除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,572,W30×D28×H37cm
PRD-ELT-00038,コンパクト除湿器,Clothes Dryer Dehumidifier,家電,生活家電,除湿器,SmartHome Original,SUP-00019,53141.39,169291.58,123719.8,100,active,2022-01-23,最新技術を搭載した除湿器。コンパクト除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2932,W29×D27×H71cm
PRD-ELT-00039,コンプレッサー除湿器,Compact Dehumidifier,家電,生活家電,除湿器,PowerPlus Original,SUP-00042,40241.79,125668.05,123265.79,138,active,2022-06-30,最新技術を搭載した除湿器。コンプレッサー除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2953,W47×D21×H30cm
PRD-ELT-00040,デシカント除湿器,Clothes Dryer Dehumidifier,家電,生活家電,除湿器,SmartHome Original,SUP-00023,11462.49,25268.6,18843.08,146,active,2022-01-17,最新技術を搭載した除湿器。デシカント除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2707,W21×D26×H36cm
PRD-ELT-00041,コンプレッサー除湿器,Clothes Dryer Dehumidifier,家電,生活家電,除湿器,TechnoLife Original,SUP-00017,75305.94,263112.13,249077.75,495,active,2022-02-03,最新技術を搭載した除湿器。コンプレッサー除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,823,W20×D24×H23cm
PRD-ELT-00042,コンパクト除湿器,Desiccant Dehumidifier,家電,生活家電,除湿器,SmartHome Original,SUP-00018,9640.59,31048.9,26003.15,103,active,2023-01-24,最新技術を搭載した除湿器。コンパクト除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,655,W30×D29×H50cm
PRD-ELT-00043,デシカント除湿器,Compact Dehumidifier,家電,生活家電,除湿器,SmartHome Original,SUP-00032,72212.02,156278.74,155562.4,78,discontinued,2024-06-01,最新技術を搭載した除湿器。デシカント除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1859,W25×D29×H39cm
PRD-ELT-00044,コンプレッサー除湿器,Clothes Dryer Dehumidifier,家電,生活家電,除湿器,TechnoLife Original,SUP-00010,21297.27,65589.8,65521.35,374,discontinued,2024-08-31,最新技術を搭載した除湿器。コンプレッサー除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2810,W25×D33×H62cm
PRD-ELT-00045,デシカント除湿器,Compact Dehumidifier,家電,生活家電,除湿器,FutureHome Original,SUP-00004,62003.67,137630.06,96994.14,419,active,2021-04-07,最新技術を搭載した除湿器。デシカント除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2487,W38×D20×H69cm
PRD-ELT-00046,コンパクト除湿器,Desiccant Dehumidifier,家電,生活家電,除湿器,PowerPlus Original,SUP-00036,75350.47,188405.3,152488.1,133,active,2020-09-27,最新技術を搭載した除湿器。コンパクト除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2566,W33×D38×H42cm
PRD-ELT-00047,デシカント除湿器,Clothes Dryer Dehumidifier,家電,生活家電,除湿器,TechnoLife Original,SUP-00048,19584.16,44366.42,40809.4,434,discontinued,2024-08-27,最新技術を搭載した除湿器。デシカント除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,2583,W50×D28×H41cm
PRD-ELT-00048,デシカント除湿器,Compressor Dehumidifier,家電,生活家電,除湿器,FutureHome Original,SUP-00035,6309.79,20256.8,15110.92,156,active,2024-09-03,最新技術を搭載した除湿器。デシカント除湿器は、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,1323,W50×D26×H34cm
PRD-ELT-00049,オーブンレンジ,Flat Microwave,家電,キッチン家電,電子レンジ,PowerPlus Original,SUP-00037,64443.93,160231.44,121871.49,113,discontinued,2021-07-21,最新技術を搭載した電子レンジ。オーブンレンジは、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,5847,W26×D23×H59cm
PRD-ELT-00050,コンパクト電子レンジ,Steam Oven,家電,キッチン家電,電子レンジ,EcoAppliance Original,SUP-00020,16261.19,53099.95,48057.94,67,active,2020-03-11,最新技術を搭載した電子レンジ。コンパクト電子レンジは、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,5901,W41×D33×H80cm
PRD-ELT-00051,スチームオーブンレンジ,Compact Microwave,家電,キッチン家電,電子レンジ,SmartHome Original,SUP-00047,74974.81,249459.43,219744.46,212,active,2020-07-06,最新技術を搭載した電子レンジ。スチームオーブンレンジは、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,7042,W30×D27×H74cm
PRD-ELT-00052,フラット電子レンジ,Flat Microwave,家電,キッチン家電,電子レンジ,TechnoLife Original,SUP-00001,19183.35,48096.73,38153.09,448,active,2020-02-02,最新技術を搭載した電子レンジ。フラット電子レンジは、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,7351,W28×D25×H46cm
PRD-ELT-00053,オーブンレンジ,Steam Oven,家電,キッチン家電,電子レンジ,SmartHome Original,SUP-00023,51479.4,177487.32,138735.95,73,active,2022-01-28,最新技術を搭載した電子レンジ。オーブンレンジは、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,7246,W21×D30×H26cm
PRD-ELT-00054,コンパクト電子レンジ,Steam Oven,家電,キッチン家電,電子レンジ,SmartHome Original,SUP-00027,71039.5,167344.8,126974.7,11,discontinued,2020-03-08,最新技術を搭載した電子レンジ。コンパクト電子レンジは、快適な生活をサポートする高性能家電です。省エネ設計で環境にも優しく、使いやすさにもこだわりました。,5674,W46×D39×H19cm
